684 -24*a+6 ['?', '?', 1, 0, 2, -3, '?', '?', -10, 5, -3, 7, 2, 2, 10, 0, 12, -8, 7, -8, 15, 5, -15, 0]
684 -24*a+18 ['?', '?', 0, -10, 0, 6, '?', '?', 0, -6, -4, -4, 12, -6, 6, -6, 14, 2, 6, -6, 8, -4, 12, 6]
684 -24*a+6 ['?', '?', 0, -10, 6, 0, '?', '?', -6, 0, -4, -4, -6, 12, -6, 6, 2, 14, -6, 6, -4, 8, 6, 12]
684 -24*a+18 ['?', '?', 1, 0, -3, 2, '?', '?', 5, -10, 7, -3, 2, 2, 0, 10, -8, 12, -8, 7, 5, 15, 0, -15]
684 -24*a+6 ['?', '?', -4, 10, 2, 2, '?', '?', 0, 0, -8, -8, 2, 2, -10, -10, 2, 2, 12, 12, 0, 0, 10, 10]
684 -24*a+18 ['?', '?', 0, -2, 4, -2, '?', '?', 8, 6, -4, 4, 0, 2, -2, 2, -10, -14, -14, 6, 0, 4, 0, -2]
684 -24*a+6 ['?', '?', 0, -2, -2, 4, '?', '?', 6, 8, 4, -4, 2, 0, 2, -2, -14, -10, 6, -14, 4, 0, -2, 0]
704 24*a-16 ['?', -2, 0, -8, '?', '?', 6, 4, 10, 2, -2, 4, 0, -6, 4, -8, -8, -10, 4, -8, 10, 0, 6, -10]
704 24*a-16 ['?', -2, 0, 8, '?', '?', 2, -4, -6, -6, 2, -4, 0, -6, 12, 0, 8, -10, 12, 0, -10, 8, 6, 6]
704 24*a-8 ['?', 2, -2, 10, '?', '?', 4, 4, -2, -2, 0, 0, 2, 2, 12, 12, -10, -10, 8, 8, -16, -16, -6, -6]
704 24*a-16 ['?', 2, -2, 10, '?', '?', 4, 4, -2, -2, 0, 0, 2, 2, 12, 12, -10, -10, 8, 8, -16, -16, -6, -6]
704 24*a-8 ['?', -2, 0, -8, '?', '?', 4, 6, 2, 10, 4, -2, -6, 0, -8, 4, -10, -8, -8, 4, 0, 10, -10, 6]
704 24*a-8 ['?', -2, 0, 8, '?', '?', -4, 2, -6, -6, -4, 2, -6, 0, 0, 12, -10, 8, 0, 12, 8, -10, 6, 6]
711 -24*a+15 [1, '?', -2, -2, 0, -4, 4, 8, 6, -2, -8, 0, 2, -2, -4, 4, 14, 10, -16, 12, '?', '?', -14, 18]
711 -24*a+9 [1, '?', -2, -2, -4, 0, 8, 4, -2, 6, 0, -8, -2, 2, 4, -4, 10, 14, 12, -16, '?', '?', 18, -14]
716 -24*a+10 ['?', 0, 0, -5, 3, -5, -4, 1, 5, 7, 1, 2, -3, -6, -4, 8, -11, -10, 10, 12, 0, 12, 4, 4]
716 24*a-14 ['?', 0, 0, -5, -5, 3, 1, -4, 7, 5, 2, 1, -6, -3, 8, -4, -10, -11, 12, 10, 12, 0, 4, 4]
716 -24*a+10 ['?', 4, 0, 5, -3, 3, 8, -1, -3, -9, -7, -10, 3, 6, 12, 0, -13, 2, 6, 0, 8, 8, -12, 0]
716 24*a-14 ['?', 4, 0, 5, 3, -3, -1, 8, -9, -3, -10, -7, 6, 3, 0, 12, 2, -13, 0, 6, 8, 8, 0, -12]
725 -5*a+30 [2, 5, '?', 6, -3, 0, 6, -7, '?', '?', -7, -8, -5, 8, 4, -9, 6, -7, 0, 6, -8, 4, 14, -1]
725 5*a+25 [2, 5, '?', 6, 0, -3, -7, 6, '?', '?', -8, -7, 8, -5, -9, 4, -7, 6, 6, 0, 4, -8, -1, 14]
725 -5*a+30 [2, 1, '?', -4, -3, -6, -4, 5, '?', '?', 5, 2, -9, 0, 12, -9, -4, 5, 12, -6, -4, 2, -6, 15]
725 -5*a+30 [1, -6, '?', 2, -4, 4, 4, -4, '?', '?', 0, 8, 10, -6, 4, -12, -2, -2, 0, -16, 8, 16, -6, 10]
725 5*a+25 [-2, 3, '?', 8, -2, 5, -1, -8, '?', '?', -10, -3, 0, 7, -3, 4, 13, -8, 2, -12, 10, -4, 13, 6]
725 5*a+25 [1, -6, '?', 2, 4, -4, -4, 4, '?', '?', 8, 0, -6, 10, -12, 4, -2, -2, -16, 0, 16, 8, 10, -6]
725 5*a+25 [2, -3, '?', -8, -2, 5, 1, 8, '?', '?', -10, -3, 0, 7, 3, -4, 13, -8, 2, -12, -10, 4, -13, -6]
725 -5*a+30 [2, -3, '?', -8, 5, -2, 8, 1, '?', '?', -3, -10, 7, 0, -4, 3, -8, 13, -12, 2, 4, -10, -6, -13]
725 5*a+25 [2, 1, '?', -4, -6, -3, 5, -4, '?', '?', 2, 5, 0, -9, -9, 12, 5, -4, -6, 12, 2, -4, 15, -6]
725 -5*a+30 [-2, 3, '?', 8, 5, -2, -8, -1, '?', '?', -3, -10, 7, 0, 4, -3, -8, 13, -12, 2, -4, 10, 6, 13]
729 27 [-1, '?', 0, 14, 0, 0, -4, -4, 0, 0, 8, 8, 0, 0, 0, 0, 2, 2, 0, 0, -16, -16, 0, 0]
764 4*a+26 ['?', 2, 2, -2, 4, 0, -4, 4, -2, -10, -8, 0, 2, -10, 12, 0, 14, 10, 12, 0, -4, -16, -14, -6]
764 -4*a+30 ['?', 2, 2, -2, 0, 4, 4, -4, -10, -2, 0, -8, -10, 2, 0, 12, 10, 14, 0, 12, -16, -4, -6, -14]
775 25*a-10 [2, 2, '?', -3, -6, 1, 4, 6, -7, 8, '?', '?', -1, -1, -3, -9, -14, -2, -8, -10, -10, 11, 0, -1]
775 25*a-15 [2, 2, '?', -3, 1, -6, 6, 4, 8, -7, '?', '?', -1, -1, -9, -3, -2, -14, -10, -8, 11, -10, -1, 0]
775 25*a-10 [-1, 2, '?', 6, 0, 4, 4, 0, 2, 2, '?', '?', 2, 2, 12, -12, 10, -2, 16, -4, 8, -16, -18, -10]
775 25*a-15 [-3, 2, '?', 2, -4, 4, -4, 4, -2, -2, '?', '?', -6, -6, -4, 12, -2, 6, 0, -8, 16, 0, -6, 10]
775 25*a-10 [1, -2, '?', -6, 0, 4, -4, 0, -2, -2, '?', '?', 2, 2, -12, 12, 10, -2, 16, -4, -8, 16, 18, 10]
775 25*a-15 [-1, 2, '?', 6, 4, 0, 0, 4, 2, 2, '?', '?', 2, 2, -12, 12, -2, 10, -4, 16, -16, 8, -10, -18]
775 25*a-10 [-3, 2, '?', 2, 4, -4, 4, -4, -2, -2, '?', '?', -6, -6, 12, -4, 6, -2, -8, 0, 0, 16, 10, -6]
775 25*a-15 [1, -2, '?', -6, 4, 0, 0, -4, -2, -2, '?', '?', 2, 2, 12, -12, -2, 10, -4, 16, 16, -8, 10, 18]
779 25*a-11 [-2, -4, -1, -6, 5, -2, '?', '?', 9, 2, 4, -10, '?', '?', 4, -3, -8, 6, 9, -12, -4, -11, -8, -1]
779 -25*a+14 [-2, -4, -1, -6, -2, 5, '?', '?', 2, 9, -10, 4, '?', '?', -3, 4, 6, -8, -12, 9, -11, -4, -1, -8]
779 2*a+27 [-2, -4, -1, -6, 5, -2, '?', '?', 9, 2, 4, -10, '?', '?', 4, -3, -8, 6, 9, -12, -4, -11, -8, -1]
779 -2*a+29 [-2, -4, -1, -6, -2, 5, '?', '?', 2, 9, -10, 4, '?', '?', -3, 4, 6, -8, -12, 9, -11, -4, -1, -8]
781 -5*a+31 [-1, -2, 0, -4, '?', '?', 2, -4, 6, -6, 2, 8, 6, 12, -12, 6, -4, -10, '?', '?', 14, -4, 6, 18]
781 5*a+26 [-1, -2, 0, -4, '?', '?', -4, 2, -6, 6, 8, 2, 12, 6, 6, -12, -10, -4, '?', '?', -4, 14, 18, 6]
801 3*a+27 [-1, '?', 0, -4, 0, -6, 2, -4, 6, 6, -4, -4, 6, 0, 0, 12, -4, 14, 12, 0, 2, -16, '?', '?']
801 3*a-30 [-1, '?', 0, -4, -6, 0, -4, 2, 6, 6, -4, -4, 0, 6, 12, 0, 14, -4, 0, 12, -16, 2, '?', '?']
820 26*a-18 ['?', 4, '?', 12, 0, -2, 4, 4, 10, -8, 2, 2, '?', '?', -12, 12, 10, -2, -12, -10, -4, 16, -16, 10]
820 26*a-8 ['?', -4, '?', 4, -2, 0, -4, 4, -8, -6, 10, -6, '?', '?', 12, 4, 6, 2, -2, 4, -16, -4, -6, -8]
820 26*a-18 ['?', 2, '?', 10, -4, -4, -4, 4, -2, 6, 0, 0, '?', '?', -12, 4, 14, -2, 8, -8, 0, -8, 18, -6]
820 26*a-8 ['?', 2, '?', -6, -2, -4, -6, 8, 8, -6, -4, -8, '?', '?', 0, 4, 0, -8, 0, 0, 16, -4, 14, 10]
820 26*a-18 ['?', 4, '?', -4, 0, 6, -4, -4, -6, 0, 2, 2, '?', '?', 12, -12, 2, -10, -12, 6, -4, 8, 0, -6]
820 26*a-8 ['?', 4, '?', -4, 6, 0, -4, -4, 0, -6, 2, 2, '?', '?', -12, 12, -10, 2, 6, -12, 8, -4, -6, 0]
820 26*a-18 ['?', -4, '?', 4, 0, -2, 4, -4, -6, -8, -6, 10, '?', '?', 4, 12, 2, 6, 4, -2, -4, -16, -8, -6]
820 26*a-18 ['?', -4, '?', -6, 5, -2, -1, 6, 9, 2, 4, -10, '?', '?', 4, -3, -8, 6, 9, -12, -4, -11, -8, -1]
820 26*a-8 ['?', 2, '?', 10, -4, -4, 4, -4, 6, -2, 0, 0, '?', '?', 4, -12, -2, 14, -8, 8, -8, 0, -6, 18]
820 26*a-8 ['?', -4, '?', -6, -2, 5, 6, -1, 2, 9, -10, 4, '?', '?', -3, 4, 6, -8, -12, 9, -11, -4, -1, -8]
820 26*a-18 ['?', 2, '?', -6, -4, -2, 8, -6, -6, 8, -8, -4, '?', '?', 4, 0, -8, 0, 0, 0, -4, 16, 10, 14]
820 26*a-8 ['?', 4, '?', 12, -2, 0, 4, 4, -8, 10, 2, 2, '?', '?', 12, -12, -2, 10, -10, -12, 16, -4, 10, -16]
829 -26*a+17 [-1, -5, 0, -4, -3, -3, 5, -4, 3, 0, -7, 2, 0, 12, -3, -12, 5, 2, 6, 6, -4, 11, -18, -6]
829 -26*a+9 [-1, -5, 0, -4, -3, -3, -4, 5, 0, 3, 2, -7, 12, 0, -12, -3, 2, 5, 6, 6, 11, -4, -6, -18]
836 -26*a+10 ['?', -4, -4, -12, '?', '?', '?', '?', -10, 2, 4, -8, 0, 0, 4, -10, 6, -4, -14, -8, -8, 16, -6, 14]
836 -26*a+16 ['?', -4, -4, -12, '?', '?', '?', '?', 2, -10, -8, 4, 0, 0, -10, 4, -4, 6, -8, -14, 16, -8, 14, -6]
836 -26*a+10 ['?', 4, 0, -4, '?', '?', '?', '?', -6, 6, -4, -4, 0, 0, 12, 6, -10, 8, 6, 0, 8, 8, -6, -18]
836 -26*a+16 ['?', 4, 0, -4, '?', '?', '?', '?', 6, -6, -4, -4, 0, 0, 6, 12, 8, -10, 0, 6, 8, 8, -18, -6]
836 -26*a+10 ['?', -4, 2, -4, '?', '?', '?', '?', 8, 4, 0, 10, -4, -4, -12, -14, -2, -2, 0, -4, -16, 4, -10, 14]
836 -26*a+16 ['?', 1, -3, -4, '?', '?', '?', '?', -6, 3, 5, 5, 6, 6, 6, -12, 8, 8, -9, 0, -1, -1, 9, 0]
836 -2*a-28 ['?', -2, 0, 8, '?', '?', '?', '?', 9, 9, -10, 5, 3, -3, -6, -3, 2, -4, 3, 0, 2, 8, 6, 6]
836 2*a-30 ['?', 1, -3, -4, '?', '?', '?', '?', 3, -6, 5, 5, 6, 6, -12, 6, 8, 8, 0, -9, -1, -1, 0, 9]
836 -26*a+10 ['?', 1, -3, -4, '?', '?', '?', '?', 3, -6, 5, 5, 6, 6, -12, 6, 8, 8, 0, -9, -1, -1, 0, 9]
836 -2*a-28 ['?', 1, -3, -4, '?', '?', '?', '?', -6, 3, 5, 5, 6, 6, 6, -12, 8, 8, -9, 0, -1, -1, 9, 0]
836 2*a-30 ['?', -2, 0, 8, '?', '?', '?', '?', 9, 9, 5, -10, -3, 3, -3, -6, -4, 2, 0, 3, 8, 2, 6, 6]
836 -26*a+16 ['?', -4, 2, -4, '?', '?', '?', '?', 4, 8, 10, 0, -4, -4, -14, -12, -2, -2, -4, 0, 4, -16, 14, -10]
836 -2*a-28 ['?', 2, 4, -12, '?', '?', '?', '?', 1, 7, -2, -5, -3, -11, 10, -3, -2, 8, -13, 12, -10, 4, 10, -14]
836 2*a-30 ['?', 2, 4, -12, '?', '?', '?', '?', 7, 1, -5, -2, -11, -3, -3, 10, 8, -2, 12, -13, 4, -10, -14, 10]
836 -26*a+10 ['?', -5, 1, 0, '?', '?', '?', '?', 5, -10, 7, -3, 2, 2, 0, 10, -8, 12, -8, 7, 5, 15, 0, -15]
836 -26*a+16 ['?', -5, 1, 0, '?', '?', '?', '?', -10, 5, -3, 7, 2, 2, 10, 0, 12, -8, 7, -8, 15, 5, -15, 0]
836 -2*a-28 ['?', -5, -3, 2, '?', '?', '?', '?', 8, -7, 5, -5, -10, -4, -4, -10, -2, -6, 1, 12, 11, 11, 3, 0]
836 2*a-30 ['?', -5, -3, 2, '?', '?', '?', '?', -7, 8, -5, 5, -4, -10, -10, -4, -6, -2, 12, 1, 11, 11, 0, 3]
836 -26*a+10 ['?', 4, 0, 8, '?', '?', '?', '?', 6, -6, -4, -4, -12, 0, -12, 6, 2, -4, -6, 0, -16, 8, 6, 6]
836 -26*a+16 ['?', 4, 0, 8, '?', '?', '?', '?', -6, 6, -4, -4, 0, -12, 6, -12, -4, 2, 0, -6, 8, -16, 6, 6]
836 -2*a-28 ['?', 2, 1, 0, '?', '?', '?', '?', 4, -2, 4, 7, 9, -5, -11, 0, -2, -1, -7, 6, 8, -2, -8, 7]
836 2*a-30 ['?', 2, 1, 0, '?', '?', '?', '?', -2, 4, 7, 4, -5, 9, 0, -11, -1, -2, 6, -7, -2, 8, 7, -8]
836 -26*a+10 ['?', -2, 2, 6, '?', '?', '?', '?', -2, 6, 0, 0, 6, 6, 4, 8, -2, -6, -12, 0, 8, -16, 10, 18]
836 -26*a+16 ['?', -2, 2, 6, '?', '?', '?', '?', 6, -2, 0, 0, 6, 6, 8, 4, -6, -2, 0, -12, -16, 8, 18, 10]
836 -2*a-28 ['?', 2, -2, -6, '?', '?', '?', '?', -2, -2, -8, -8, -6, 10, 4, 12, -2, -10, 8, 0, 8, -8, 10, 10]
836 2*a-30 ['?', 2, -2, -6, '?', '?', '?', '?', -2, -2, -8, -8, 10, -6, 12, 4, -10, -2, 0, 8, -8, 8, 10, 10]
836 -2*a-28 ['?', 5, 1, 10, '?', '?', '?', '?', 0, -5, -3, -3, 2, 12, 0, -10, 2, 2, -3, 12, -5, -15, 15, 0]
836 2*a-30 ['?', 5, 1, 10, '?', '?', '?', '?', -5, 0, -3, -3, 12, 2, -10, 0, 2, 2, 12, -3, -15, -5, 0, 15]
836 -2*a-28 ['?', -5, 1, 0, '?', '?', '?', '?', -10, 5, -3, 7, 2, 2, 10, 0, 12, -8, 7, -8, 15, 5, -15, 0]
836 2*a-30 ['?', -5, 1, 0, '?', '?', '?', '?', 5, -10, 7, -3, 2, 2, 0, 10, -8, 12, -8, 7, 5, 15, 0, -15]
855 -6*a-27 [-1, '?', '?', -10, 6, 0, '?', '?', -6, 0, -4, -4, -6, 12, -6, 6, 2, 14, -6, 6, -4, 8, 6, 12]
855 6*a-33 [-1, '?', '?', -10, 0, 6, '?', '?', 0, -6, -4, -4, 12, -6, 6, -6, 14, 2, 6, -6, 8, -4, 12, 6]
855 -6*a-27 [-1, '?', '?', 2, 0, 0, '?', '?', 6, -6, 8, -4, -6, -6, 12, 12, 14, -10, 0, 12, 8, -16, -6, 6]
855 6*a-33 [-3, '?', '?', -14, -4, -4, '?', '?', -2, -2, 0, 0, 10, 10, -4, -4, -2, -2, -8, -8, 0, 0, -6, -6]
855 -6*a-27 [-3, '?', '?', -14, -4, -4, '?', '?', -2, -2, 0, 0, 10, 10, -4, -4, -2, -2, -8, -8, 0, 0, -6, -6]
855 6*a-33 [1, '?', '?', 2, 4, 0, '?', '?', -6, -2, 0, 8, -2, 2, -8, 0, 14, -2, -12, 12, -8, -8, -10, -6]
855 -6*a-27 [1, '?', '?', 2, 0, 4, '?', '?', -2, -6, 8, 0, 2, -2, 0, -8, -2, 14, 12, -12, -8, -8, -6, -10]
855 6*a-33 [-1, '?', '?', 2, 0, 0, '?', '?', -6, 6, -4, 8, -6, -6, 12, 12, -10, 14, 12, 0, -16, 8, 6, -6]
869 a+29 [1, -2, -2, -2, '?', '?', 4, 8, 6, -2, -8, 0, 2, -2, -4, 4, 14, 10, -16, 12, '?', '?', -14, 18]
869 a-30 [1, -2, -2, -2, '?', '?', 8, 4, -2, 6, 0, -8, -2, 2, 4, -4, 10, 14, 12, -16, '?', '?', 18, -14]
880 4*a+28 ['?', -2, '?', 8, '?', '?', -4, 2, -6, -6, -4, 2, -6, 0, 0, 12, -10, 8, 0, 12, 8, -10, 6, 6]
880 -4*a+32 ['?', -2, '?', 8, '?', '?', 2, -4, -6, -6, 2, -4, 0, -6, 12, 0, 8, -10, 12, 0, -10, 8, 6, 6]
880 4*a+28 ['?', -2, '?', 2, '?', '?', -4, -4, 6, -6, -4, 8, -6, 6, 0, -12, 14, -10, 0, 0, -4, 8, -6, -6]
880 -4*a+32 ['?', 4, '?', 2, '?', '?', 8, -4, 0, -6, -4, -10, 0, -6, 12, -6, 14, 2, 0, -12, 8, -10, -6, 6]
880 4*a+28 ['?', 4, '?', 2, '?', '?', -4, 8, -6, 0, -10, -4, -6, 0, -6, 12, 2, 14, -12, 0, -10, 8, 6, -6]
880 -4*a+32 ['?', -2, '?', -10, '?', '?', -4, -4, 6, 6, -4, -4, 6, 6, 12, 12, 2, 2, -12, -12, 8, 8, -6, -6]
880 4*a+28 ['?', -2, '?', 14, '?', '?', 8, -4, -6, 6, 8, -4, -6, 6, -12, 0, -10, 2, 0, 0, -4, 8, -18, 6]
880 -4*a+32 ['?', -2, '?', 2, '?', '?', -4, -4, -6, 6, 8, -4, 6, -6, -12, 0, -10, 14, 0, 0, 8, -4, -6, -6]
880 4*a+28 ['?', 0, '?', -10, '?', '?', 0, 0, -10, 0, 2, -8, 2, -8, 10, 0, 2, 2, 12, -8, 10, 0, 10, -10]
880 -4*a+32 ['?', -2, '?', 14, '?', '?', -4, 8, 6, -6, -4, 8, 6, -6, 0, -12, 2, -10, 0, 0, 8, -4, 6, -18]
880 4*a+28 ['?', -2, '?', -10, '?', '?', -4, -4, 6, 6, -4, -4, 6, 6, 12, 12, 2, 2, -12, -12, 8, 8, -6, -6]
880 -4*a+32 ['?', 0, '?', -10, '?', '?', 0, 0, 0, -10, -8, 2, -8, 2, 0, 10, 2, 2, -8, 12, 0, 10, -10, 10]
895 -2*a+31 [1, 0, '?', -5, -5, 3, 1, -4, 7, 5, 2, 1, -6, -3, 8, -4, -10, -11, 12, 10, 12, 0, 4, 4]
895 2*a+29 [-1, 4, '?', 5, -3, 3, 8, -1, -3, -9, -7, -10, 3, 6, 12, 0, -13, 2, 6, 0, 8, 8, -12, 0]
895 2*a+29 [2, -2, '?', 5, 0, 3, 5, 5, 0, 6, -1, -7, 0, -3, -9, 3, 2, -4, -6, 0, -1, 8, -6, -9]
895 2*a+29 [1, 0, '?', -5, 3, -5, -4, 1, 5, 7, 1, 2, -3, -6, -4, 8, -11, -10, 10, 12, 0, 12, 4, 4]
895 -2*a+31 [2, -2, '?', 5, 3, 0, 5, 5, 6, 0, -7, -1, -3, 0, 3, -9, -4, 2, 0, -6, 8, -1, -9, -6]
895 -2*a+31 [-1, 4, '?', 5, 3, -3, -1, 8, -9, -3, -10, -7, 6, 3, 0, 12, 2, -13, 0, 6, 8, 8, 0, -12]
899 27*a-17 [-3, 2, -2, 2, 4, -4, 4, -4, '?', '?', '?', '?', -6, -6, 12, -4, 6, -2, -8, 0, 0, 16, 10, -6]
899 -5*a-28 [-3, 2, -2, 2, -4, 4, -4, 4, '?', '?', '?', '?', -6, -6, -4, 12, -2, 6, 0, -8, 16, 0, -6, 10]
899 -5*a+33 [-3, 2, -2, 2, 4, -4, 4, -4, '?', '?', '?', '?', -6, -6, 12, -4, 6, -2, -8, 0, 0, 16, 10, -6]
899 -27*a+10 [-3, 2, -2, 2, -4, 4, -4, 4, '?', '?', '?', '?', -6, -6, -4, 12, -2, 6, 0, -8, 16, 0, -6, 10]
900 30 ['?', '?', '?', -5, 2, 2, -5, -5, 10, 10, -3, -3, -8, -8, -10, -10, 7, 7, -8, -8, 0, 0, 0, 0]
900 30 ['?', '?', '?', -10, -3, -3, 5, 5, 0, 0, 2, 2, -3, -3, 0, 0, 2, 2, 12, 12, -10, -10, 15, 15]
900 30 ['?', '?', '?', 2, 0, 0, -4, -4, -6, -6, 8, 8, -6, -6, 0, 0, -10, -10, 0, 0, 8, 8, 18, 18]
900 30 ['?', '?', '?', 10, -3, -3, -5, -5, 0, 0, 2, 2, -3, -3, 0, 0, 2, 2, 12, 12, 10, 10, -15, -15]
900 30 ['?', '?', '?', 10, 2, 2, 0, 0, 0, 0, -8, -8, 2, 2, -10, -10, 2, 2, 12, 12, 0, 0, 10, 10]
900 30 ['?', '?', '?', 14, -4, -4, -4, -4, 2, 2, 0, 0, 10, 10, 4, 4, -2, -2, -8, -8, 0, 0, 6, 6]
900 30 ['?', '?', '?', 5, 2, 2, 5, 5, -10, -10, -3, -3, -8, -8, 10, 10, 7, 7, -8, -8, 0, 0, 0, 0]
900 30 ['?', '?', '?', -14, -4, -4, 4, 4, -2, -2, 0, 0, 10, 10, -4, -4, -2, -2, -8, -8, 0, 0, -6, -6]
909 27*a-12 [-1, '?', -1, 2, 2, 3, 3, 7, 2, 9, 4, -1, -12, 5, 4, 10, 1, -10, 0, 14, 0, -4, -6, 3]
909 27*a-15 [-1, '?', -1, 2, 3, 2, 7, 3, 9, 2, -1, 4, 5, -12, 10, 4, -10, 1, 14, 0, -4, 0, 3, -6]
916 -6*a-28 ['?', -1, -4, -10, 0, -2, -5, -7, 6, 3, 8, -3, 2, -9, -10, 9, -14, 0, -3, 16, -12, 6, -5, -6]
916 6*a-34 ['?', -1, -4, -10, -2, 0, -7, -5, 3, 6, -3, 8, -9, 2, 9, -10, 0, -14, 16, -3, 6, -12, -6, -5]
931 -28*a+21 [0, 5, -4, '?', -3, -3, '?', '?', 5, 5, 2, 2, 2, 2, -10, -10, -8, -8, -8, -8, 5, 5, 0, 0]
931 -28*a+7 [0, 5, -4, '?', -3, -3, '?', '?', 5, 5, 2, 2, 2, 2, -10, -10, -8, -8, -8, -8, 5, 5, 0, 0]
956 2*a-32 ['?', -5, -3, 6, -3, 1, 7, -2, -8, -6, 3, 4, 2, -11, 10, -7, -7, -6, 14, -12, -1, -14, 0, -7]
956 2*a+30 ['?', -5, -3, 6, 1, -3, -2, 7, -6, -8, 4, 3, -11, 2, -7, 10, -6, -7, -12, 14, -14, -1, -7, 0]
956 2*a-32 ['?', -1, 1, -6, 3, -5, 5, -2, 0, -2, 1, -4, -2, 9, 14, 11, 5, -14, -6, -8, -3, 2, -4, 9]
956 2*a+30 ['?', -1, 1, -6, -5, 3, -2, 5, -2, 0, -4, 1, 9, -2, 11, 14, -14, 5, -8, -6, 2, -3, 9, -4]
956 2*a-32 ['?', 2, -2, 6, 0, 4, -4, 4, 6, -2, -8, -4, -2, -6, -4, -4, -10, -2, 0, 16, 0, 8, 2, -6]
956 2*a+30 ['?', 2, -2, 6, 4, 0, 4, -4, -2, 6, -4, -8, -6, -2, -4, -4, -2, -10, 16, 0, 8, 0, -6, 2]
961 31 [2, -3, 3, -3, -6, 6, -1, -4, 8, 8, '?', '?', 9, -6, -13, -4, -4, 8, -8, -5, 10, -14, -10, 14]
961 31 [-3, 2, -2, 2, 4, -4, 4, -4, -2, -2, '?', '?', -6, -6, 12, -4, 6, -2, -8, 0, 0, 16, 10, -6]
961 -5*a-29 [-3, -2, 2, 2, -4, -4, -4, 4, -2, 2, '?', '?', -6, -6, 12, -4, -6, -2, 8, 0, 0, 16, -10, -6]
961 5*a-34 [-3, -2, 2, 2, -4, -4, 4, -4, 2, -2, '?', '?', -6, -6, -4, 12, -2, -6, 0, 8, 16, 0, -6, -10]
961 31 [-3, 2, -2, 2, -4, 4, -4, 4, -2, -2, '?', '?', -6, -6, -4, 12, -2, 6, 0, -8, 16, 0, -6, 10]
961 -5*a-29 [-3, 2, -2, 2, 4, -4, 4, -4, -2, -2, '?', '?', -6, -6, 12, -4, 6, -2, -8, 0, 0, 16, 10, -6]
961 5*a-34 [-3, 2, -2, 2, -4, 4, -4, 4, -2, -2, '?', '?', -6, -6, -4, 12, -2, 6, 0, -8, 16, 0, -6, 10]
961 -5*a-29 [0, 5, 1, 5, 4, -1, -5, 5, -5, -5, '?', '?', 9, -6, 0, 5, 9, -11, 4, -3, 0, -5, -5, 15]
961 5*a-34 [0, 5, 1, 5, -1, 4, 5, -5, -5, -5, '?', '?', -6, 9, 5, 0, -11, 9, -3, 4, -5, 0, 15, -5]
961 31 [2, -3, 3, -3, 6, -6, -4, -1, 8, 8, '?', '?', -6, 9, -4, -13, 8, -4, -5, -8, -14, 10, 14, -10]
979 -6*a-29 [3, -1, 2, 6, '?', '?', -5, 2, 1, -1, 8, -4, -2, 0, -3, 0, -5, -10, 8, 3, 4, 4, '?', '?']
979 6*a-35 [3, -1, 2, 6, '?', '?', 2, -5, -1, 1, -4, 8, 0, -2, 0, -3, -10, -5, 3, 8, 4, 4, '?', '?']
979 -6*a-29 [-1, 4, 0, -4, '?', '?', -4, 2, 6, 6, -4, -4, 0, 6, 12, 0, 14, -4, 0, 12, -16, 2, '?', '?']
979 6*a-35 [-1, 4, 0, -4, '?', '?', 2, -4, 6, 6, -4, -4, 6, 0, 0, 12, -4, 14, 12, 0, 2, -16, '?', '?']
980 28*a-14 ['?', 5, '?', '?', -3, -3, 0, 0, 5, 5, 2, 2, 2, 2, -10, -10, -8, -8, -8, -8, 5, 5, 0, 0]
980 28*a-14 ['?', -2, '?', '?', 0, 0, 2, 2, -6, -6, -4, -4, 6, 6, -6, -6, 8, 8, 0, 0, 8, 8, -6, -6]
980 28*a-14 ['?', -5, '?', '?', -3, -3, 2, 2, 3, 3, -4, -4, -12, -12, 0, 0, 8, 8, 0, 0, -1, -1, -12, -12]
995 29*a-22 [3, 0, '?', 2, -4, 0, -4, 0, 6, -6, 10, -4, 4, -6, 4, -2, 14, -14, -12, 8, 10, 8, 6, 14]
995 29*a-7 [3, 0, '?', 2, 0, -4, 0, -4, -6, 6, -4, 10, -6, 4, -2, 4, -14, 14, 8, -12, 8, 10, 14, 6]
995 29*a-22 [-4, -2, '?', 5, 0, -3, -7, 2, -6, 6, -4, -4, 12, -3, 3, 0, -10, -1, -3, -12, -10, -10, 12, 0]
995 29*a-7 [-4, -2, '?', 5, -3, 0, 2, -7, 6, -6, -4, -4, -3, 12, 0, 3, -1, -10, -12, -3, -10, -10, 0, 12]
995 29*a-22 [0, 0, '?', 5, 2, -3, 5, 0, 0, 0, -8, 2, -8, -3, -5, 10, 2, 7, -3, 2, 10, -10, 0, -10]
995 29*a-7 [0, 0, '?', 5, -3, 2, 0, 5, 0, 0, 2, -8, -3, -8, 10, -5, 7, 2, 2, -3, -10, 10, -10, 0]
