Data for fields of degree 3, prime conductor < 10000 with curve 42a1
Curve label          ZZ(#Sha(E/K))        #Sha(E/K)            ell_chi              Field conductor      Field degree        
42a1                 25                   25.0000              100.0000             8803                 3
42a1                 64                   64.0000              64.0000              8821                 3
42a1                 2401                 2401.0000            2401.0000            8839                 3
42a1                 2401                 2401.0000            153664.0000          8863                 3
42a1                 64                   64.0000              64.0000              8887                 3
42a1                 100                  100.0000             25600.0000           8893                 3
42a1                 121                  121.0000             121.0000             8923                 3
42a1                 9                    9.0000               2304.0000            8929                 3
42a1                 169                  169.0000             10816.0000           8941                 3
42a1                 4                    4.0000               4.0000               8971                 3
42a1                 9                    9.0000               36.0000              9001                 3
42a1                 225                  225.0000             225.0000             9007                 3
42a1                 289                  289.0000             18496.0000           9013                 3
42a1                 400                  400.0000             25600.0000           9043                 3
42a1                 9                    9.0000               9.0000               9049                 3
42a1                 1                    1.0000               64.0000              9067                 3
42a1                 8281                 8281.0000            8281.0000            9091                 3
42a1                 49                   49.0000              196.0000             9103                 3
42a1                 0                    0.0000               0.0000               9109                 3
42a1                 2209                 2209.0000            2209.0000            9127                 3
42a1                 81                   81.0000              5184.0000            9133                 3
42a1                 1849                 1849.0000            1849.0000            9151                 3
42a1                 169                  169.0000             676.0000             9157                 3
42a1                 361                  361.0000             1444.0000            9181                 3
42a1                 2704                 2704.0000            173056.0000          9187                 3
42a1                 784                  784.0000             784.0000             9199                 3
42a1                 225                  225.0000             225.0000             9241                 3
42a1                 121                  121.0000             30976.0000           9277                 3
42a1                 36864                36864.0000           36864.0000           9283                 3
42a1                 144                  144.0000             144.0000             9319                 3
42a1                 1936                 1936.0000            1936.0000            9337                 3
42a1                 4                    4.0000               16.0000              9343                 3
42a1                 289                  289.0000             289.0000             9349                 3
42a1                 576                  576.0000             576.0000             9391                 3
42a1                 169                  169.0000             169.0000             9397                 3
42a1                 0                    0.0000               0.0000               9403                 3
42a1                 0                    -0.0000              -0.0000              9421                 3
42a1                 62001                62001.0000           62001.0000           9433                 3
42a1                 4                    4.0000               1024.0000            9439                 3
42a1                 1                    1.0000               64.0000              9463                 3
42a1                 4                    4.0000               256.0000             9511                 3
42a1                 144                  144.0000             144.0000             9547                 3
42a1                 256                  256.0000             256.0000             9601                 3
42a1                 961                  961.0000             3844.0000            9613                 3
42a1                 144                  144.0000             576.0000             9619                 3
42a1                 81                   81.0000              5184.0000            9631                 3
42a1                 21904                21904.0000           21904.0000           9643                 3
42a1                 25                   25.0000              1600.0000            9649                 3
42a1                 17689                17689.0000           17689.0000           9661                 3
42a1                 1                    1.0000               1.0000               9679                 3
42a1                 169                  169.0000             169.0000             9697                 3
42a1                 64                   64.0000              4096.0000            9721                 3
42a1                 14161                14161.0000           14161.0000           9733                 3
42a1                 1                    1.0000               64.0000              9739                 3
42a1                 25                   25.0000              25.0000              9769                 3
42a1                 9                    9.0000               576.0000             9781                 3
42a1                 225                  225.0000             14400.0000           9787                 3
42a1                 784                  784.0000             50176.0000           9811                 3
42a1                 16                   16.0000              4096.0000            9817                 3
42a1                 36                   36.0000              36.0000              9829                 3
42a1                 2209                 2209.0000            8836.0000            9859                 3
42a1                 9                    9.0000               9.0000               9871                 3
42a1                 625                  625.0000             625.0000             9883                 3
42a1                 121                  121.0000             484.0000             9901                 3
42a1                 121                  121.0000             121.0000             9907                 3
42a1                 0                    0.0000               0.0000               9931                 3
42a1                 256                  256.0000             1024.0000            9949                 3
42a1                 3721                 3721.0000            3721.0000            9967                 3
42a1                 1                    1.0000               256.0000             9973                 3
