Data for fields of degree 3 of conductor < 10000 with curves having conductor between 11 and 11
Curve label          ZZ(#Sha(E/K))        #Sha(E/K)            ell_chi              Field conductor      Field degree        
11a1                 49                   49.0000              1225.0000            8641                 3
11a1                 99225                99225.0000           99225.0000           8647                 3
11a1                 38025                38025.0000           38025.0000           8677                 3
11a1                 2209                 2209.0000            55225.0000           8689                 3
11a1                 2500                 2500.0000            2500.0000            8707                 3
11a1                 8100                 8100.0000            8100.0000            8713                 3
11a1                 6400                 6400.0000            6400.0000            8719                 3
11a1                 625                  625.0000             625.0000             8731                 3
11a1                 42025                42025.0000           42025.0000           8737                 3
11a1                 8100                 8100.0000            8100.0000            8761                 3
11a1                 4900                 4900.0000            4900.0000            8779                 3
11a1                 784                  784.0000             19600.0000           8803                 3
11a1                 1369                 1369.0000            34225.0000           8821                 3
11a1                 291600               291599.9989          291599.9989          8839                 3
11a1                 6400                 6400.0000            6400.0000            8863                 3
11a1                 93025                93025.0000           93025.0000           8887                 3
11a1                 2025                 2025.0000            2025.0000            8893                 3
11a1                 17689                17689.0000           442225.0000          8923                 3
11a1                 2025                 2025.0000            2025.0000            8929                 3
11a1                 5625                 5625.0000            5625.0000            8941                 3
11a1                 52900                52900.0000           52900.0000           8971                 3
11a1                 7225                 7225.0000            7225.0000            9001                 3
11a1                 2209                 2209.0000            55224.9999           9007                 3
11a1                 5625                 5625.0000            5625.0000            9013                 3
11a1                 961                  961.0000             24025.0000           9043                 3
11a1                 0                    -0.0000              -0.0000              9049                 3
11a1                 1                    1.0000               25.0000              9067                 3
11a1                 9025                 9025.0000            9025.0000            9091                 3
11a1                 5625                 5625.0000            5625.0000            9103                 3
11a1                 400                  400.0000             400.0000             9109                 3
11a1                 784                  784.0000             19599.9999           9127                 3
11a1                 6400                 6400.0000            6400.0000            9133                 3
11a1                 196                  196.0000             4900.0000            9151                 3
11a1                 64                   64.0000              1600.0000            9157                 3
11a1                 25600                25600.0000           25600.0000           9181                 3
11a1                 19600                19600.0000           19600.0000           9187                 3
11a1                 38025                38024.9999           38024.9999           9199                 3
11a1                 164025               164025.0000          164025.0000          9241                 3
11a1                 625                  625.0000             625.0000             9277                 3
11a1                 1232100              1232100.0000         1232100.0000         9283                 3
11a1                 483025               483025.0000          483025.0000          9319                 3
11a1                 9801                 9801.0000            245025.0000          9337                 3
11a1                 225                  225.0000             225.0000             9343                 3
11a1                 12321                12321.0000           308025.0000          9349                 3
11a1                 1600                 1600.0000            1600.0000            9391                 3
11a1                 27225                27224.9998           27224.9998           9397                 3
11a1                 8100                 8099.9999            8099.9999            9403                 3
11a1                 1                    1.0000               25.0000              9421                 3
11a1                 62500                62500.0000           62500.0000           9433                 3
11a1                 900                  900.0000             900.0000             9439                 3
11a1                 100                  100.0000             100.0000             9463                 3
11a1                 3025                 3025.0000            3025.0000            9511                 3
11a1                 115600               115600.0000          115600.0000          9547                 3
11a1                 42025                42024.9998           42024.9998           9601                 3
11a1                 87025                87024.9997           87024.9997           9613                 3
11a1                 4225                 4225.0000            4225.0000            9619                 3
11a1                 5625                 5625.0000            5625.0000            9631                 3
11a1                 2209                 2209.0000            55224.9996           9643                 3
11a1                 841                  841.0000             21024.9999           9649                 3
11a1                 275625               275624.9982          275624.9982          9661                 3
11a1                 22201                22201.0000           555025.0000          9679                 3
11a1                 10000                10000.0000           10000.0000           9697                 3
11a1                 144                  144.0000             3600.0000            9721                 3
11a1                 100                  100.0000             100.0000             9733                 3
11a1                 144                  144.0000             3600.0000            9739                 3
11a1                 55225                55225.0000           55225.0000           9769                 3
11a1                 1                    1.0000               25.0000              9781                 3
11a1                 25                   25.0000              25.0000              9787                 3
11a1                 14400                14400.0000           14400.0000           9811                 3
11a1                 49                   49.0000              1225.0000            9817                 3
11a1                 12100                12100.0000           12100.0000           9829                 3
11a1                 44100                44100.0000           44100.0000           9859                 3
11a1                 7225                 7225.0000            7225.0000            9871                 3
11a1                 10201                10200.9999           255024.9985          9883                 3
11a1                 484                  484.0000             12100.0000           9901                 3
11a1                 93025                93025.0000           93025.0000           9907                 3
11a1                 1                    1.0000               25.0000              9931                 3
11a1                 57600                57599.9997           57599.9997           9949                 3
11a1                 25600                25600.0000           25600.0000           9967                 3
11a1                 400                  400.0000             400.0000             9973                 3
